0000000192,0000049739,001710,-12962,-00638,013263,-15803,007328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000193,0000050000,001719,-11303,-00781,014649,-15428,005303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000194,0000050260,001749,-09655,-00935,015876,-14882,003241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000195,0000050520,001766,-07943,-01098,016957,-14204,001160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000196,0000050781,001751,-05977,-01233,017908,-13404,-00977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000197,0000051041,001698,-03723,-01355,018734,-12501,-03150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000198,0000051302,001630,-01581,-01454,019431,-11489,-05330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000199,0000051562,001558,000412,-01549,019962,-10371,-07465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000200,0000051822,001460,002556,-01630,020290,-09146,-09502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000201,0000052083,001347,004614,-01679,020407,-07801,-11454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000202,0000052343,001212,006664,-01732,020251,-06363,-13255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000203,0000052604,001059,008733,-01763,019872,-04857,-14915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000204,0000052864,000963,010541,-01789,019286,-03333,-16420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000205,0000053125,000831,012355,-01800,018525,-01781,-17757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000206,0000053385,000668,013912,-01774,017606,-00257,-18899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000207,0000053645,000469,015714,-01730,016568,001255,-19888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000208,0000053906,000288,017076,-01682,015387,002781,-20718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000209,0000054166,000137,018348,-01631,014047,004310,-21404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000210,0000054427,-00009,019249,-01551,012553,005816,-21907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000211,0000054687,-00186,019867,-01445,010912,007292,-22191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000212,0000054947,-00374,020465,-01309,009145,008704,-22254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000213,0000055208,-00553,021146,-01192,007292,010004,-22041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000214,0000055468,-00697,021307,-01079,005382,011188,-21582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000215,0000055729,-00813,021336,-00937,003453,012249,-20908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000216,0000055989,-00981,021122,-00769,001510,013180,-20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000217,0000056250,-01161,020998,-00573,-00437,013978,-19008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000218,0000056510,-01299,020657,-00394,-02406,014673,-17809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000219,0000056770,-01390,019730,-00233,-04379,015245,-16444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000220,0000057031,-01453,018558,-00070,-06325,015681,-14883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000221,0000057291,-01545,017471,000111,-08214,015960,-13169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000222,0000057552,-01657,016348,000301,-10020,016092,-11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000223,0000057812,-01702,014885,000468,-11702,016043,-09368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000224,0000058072,-01706,013057,000628,-13253,015808,-07356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000225,0000058333,-01708,011306,000763,-14652,015416,-05335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000226,0000058593,-01757,009672,000927,-15888,014877,-03260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000227,0000058854,-01767,007810,001086,-16952,014202,-01180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000228,0000059114,-01746,005977,001239,-17890,013417,000935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0000000229,0000059375,-01682,003660,001354,-18696,012519,003092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
